aciertos,errores,tiempo_promedio,intentos,score,grado,operacion_recomendada,descripcion
20,17,49.5,4,-10.25,1,suma,"Bajo desempeño en suma, reforzar bases."
11,3,22.07,4,6.465,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,9,20.0,1,12.5,5,division,"Excelente desempeño en division, puede avanzar."
10,3,19.19,4,5.904999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
17,12,34.82,3,-1.4100000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
2,7,22.04,3,-17.52,1,suma,"Bajo desempeño en suma, reforzar bases."
18,6,6.38,3,23.81,6,division,"Excelente desempeño en division, puede avanzar."
18,9,54.04,2,-4.52,2,suma,"Bajo desempeño en suma, reforzar bases."
16,6,40.28,5,2.8599999999999994,3,resta,"Desempeño regular en resta, practicar más."
14,10,48.8,3,-11.399999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
7,9,7.01,4,-3.005,2,suma,"Bajo desempeño en suma, reforzar bases."
15,4,38.92,1,4.539999999999999,3,resta,"Desempeño regular en resta, practicar más."
7,20,30.94,3,-31.47,1,suma,"Bajo desempeño en suma, reforzar bases."
16,3,52.03,4,1.4849999999999994,3,resta,"Desempeño regular en resta, practicar más."
12,3,25.24,5,6.880000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,5,32.54,5,-7.77,1,suma,"Bajo desempeño en suma, reforzar bases."
2,18,19.93,4,-32.965,1,suma,"Bajo desempeño en suma, reforzar bases."
19,3,39.84,3,13.579999999999998,5,division,"Excelente desempeño en division, puede avanzar."
12,3,18.37,5,10.315,5,division,"Excelente desempeño en division, puede avanzar."
10,11,27.8,5,-10.4,1,suma,"Bajo desempeño en suma, reforzar bases."
19,8,37.48,5,7.260000000000002,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
14,18,8.56,4,-3.2800000000000002,2,suma,"Bajo desempeño en suma, reforzar bases."
14,9,8.04,2,10.48,5,division,"Excelente desempeño en division, puede avanzar."
8,20,54.9,4,-41.45,1,suma,"Bajo desempeño en suma, reforzar bases."
1,11,33.32,4,-31.16,1,suma,"Bajo desempeño en suma, reforzar bases."
15,11,9.06,2,8.969999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,7,58.06,3,-23.53,1,suma,"Bajo desempeño en suma, reforzar bases."
6,11,19.48,5,-14.24,1,suma,"Bajo desempeño en suma, reforzar bases."
17,20,23.7,2,-7.85,1,suma,"Bajo desempeño en suma, reforzar bases."
10,7,40.91,1,-10.954999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
3,18,56.36,1,-49.18,1,suma,"Bajo desempeño en suma, reforzar bases."
5,14,40.37,1,-31.185,1,suma,"Bajo desempeño en suma, reforzar bases."
12,13,5.36,1,1.8199999999999998,3,resta,"Desempeño regular en resta, practicar más."
5,17,19.5,1,-25.25,1,suma,"Bajo desempeño en suma, reforzar bases."
12,2,5.27,5,18.365000000000002,6,division,"Excelente desempeño en division, puede avanzar."
7,0,29.43,5,-0.7149999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
9,14,49.45,2,-27.725,1,suma,"Bajo desempeño en suma, reforzar bases."
9,6,10.38,2,3.8099999999999996,3,resta,"Desempeño regular en resta, practicar más."
10,3,29.81,5,0.5950000000000006,3,resta,"Desempeño regular en resta, practicar más."
5,14,18.78,3,-20.39,1,suma,"Bajo desempeño en suma, reforzar bases."
17,12,10.52,4,10.74,5,division,"Excelente desempeño en division, puede avanzar."
19,1,53.12,4,9.940000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
17,3,11.51,3,23.745,6,division,"Excelente desempeño en division, puede avanzar."
4,13,6.81,1,-14.905,1,suma,"Bajo desempeño en suma, reforzar bases."
19,4,27.49,2,18.255000000000003,6,division,"Excelente desempeño en division, puede avanzar."
18,14,15.47,2,7.265,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
3,1,12.21,1,-1.6050000000000004,2,suma,"Bajo desempeño en suma, reforzar bases."
1,2,43.58,1,-22.79,1,suma,"Bajo desempeño en suma, reforzar bases."
19,17,30.96,4,-2.9800000000000004,2,suma,"Bajo desempeño en suma, reforzar bases."
15,8,40.39,4,-2.1950000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
12,8,38.55,5,-7.274999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
0,0,15.68,2,-7.84,1,suma,"Bajo desempeño en suma, reforzar bases."
12,4,52.58,3,-8.29,1,suma,"Bajo desempeño en suma, reforzar bases."
15,10,16.02,2,6.99,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,20,24.66,4,-10.33,1,suma,"Bajo desempeño en suma, reforzar bases."
14,12,25.35,4,-2.6750000000000007,2,suma,"Bajo desempeño en suma, reforzar bases."
2,15,55.47,4,-46.235,1,suma,"Bajo desempeño en suma, reforzar bases."
12,4,19.2,3,8.4,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,3,34.0,2,-5.5,1,suma,"Bajo desempeño en suma, reforzar bases."
6,14,10.6,1,-14.3,1,suma,"Bajo desempeño en suma, reforzar bases."
15,19,24.87,2,-10.935,1,suma,"Bajo desempeño en suma, reforzar bases."
17,8,32.09,4,5.954999999999998,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
9,11,11.34,4,-4.17,2,suma,"Bajo desempeño en suma, reforzar bases."
0,1,7.2,1,-5.1,1,suma,"Bajo desempeño en suma, reforzar bases."
19,3,38.99,1,14.004999999999999,5,division,"Excelente desempeño en division, puede avanzar."
19,5,25.47,5,17.765,6,division,"Excelente desempeño en division, puede avanzar."
7,10,6.62,5,-4.3100000000000005,2,suma,"Bajo desempeño en suma, reforzar bases."
3,8,41.8,3,-26.9,1,suma,"Bajo desempeño en suma, reforzar bases."
13,10,5.16,4,8.42,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
16,20,40.35,5,-18.175,1,suma,"Bajo desempeño en suma, reforzar bases."
0,5,48.02,1,-31.51,1,suma,"Bajo desempeño en suma, reforzar bases."
10,14,57.14,5,-29.57,1,suma,"Bajo desempeño en suma, reforzar bases."
9,1,20.53,5,6.234999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
0,16,22.35,5,-35.175,1,suma,"Bajo desempeño en suma, reforzar bases."
20,8,10.1,2,22.95,6,division,"Excelente desempeño en division, puede avanzar."
1,6,7.05,2,-10.525,1,suma,"Bajo desempeño en suma, reforzar bases."
4,7,47.65,2,-26.325,1,suma,"Bajo desempeño en suma, reforzar bases."
7,17,17.28,4,-20.14,1,suma,"Bajo desempeño en suma, reforzar bases."
17,19,12.36,3,-0.6799999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
5,10,40.98,2,-25.49,1,suma,"Bajo desempeño en suma, reforzar bases."
5,13,44.1,1,-31.55,1,suma,"Bajo desempeño en suma, reforzar bases."
10,19,56.21,5,-36.605000000000004,1,suma,"Bajo desempeño en suma, reforzar bases."
11,2,19.48,4,9.26,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
10,17,21.76,4,-16.380000000000003,1,suma,"Bajo desempeño en suma, reforzar bases."
18,9,33.32,4,5.84,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
19,20,47.7,1,-15.850000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
2,11,7.33,3,-16.165,1,suma,"Bajo desempeño en suma, reforzar bases."
16,12,5.96,3,11.02,5,division,"Excelente desempeño en division, puede avanzar."
14,16,40.8,2,-16.4,1,suma,"Bajo desempeño en suma, reforzar bases."
13,12,40.91,5,-12.454999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
14,7,13.52,3,10.74,5,division,"Excelente desempeño en division, puede avanzar."
5,8,26.7,5,-15.35,1,suma,"Bajo desempeño en suma, reforzar bases."
14,10,33.52,1,-3.7600000000000016,2,suma,"Bajo desempeño en suma, reforzar bases."
4,15,20.2,5,-24.6,1,suma,"Bajo desempeño en suma, reforzar bases."
15,17,7.37,1,0.815,3,resta,"Desempeño regular en resta, practicar más."
20,6,54.98,3,3.5100000000000016,3,resta,"Desempeño regular en resta, practicar más."
20,11,20.85,1,13.075,5,division,"Excelente desempeño en division, puede avanzar."
14,8,59.92,1,-13.96,1,suma,"Bajo desempeño en suma, reforzar bases."
8,20,27.58,3,-27.79,1,suma,"Bajo desempeño en suma, reforzar bases."
6,19,33.2,5,-33.1,1,suma,"Bajo desempeño en suma, reforzar bases."
1,1,43.2,3,-21.1,1,suma,"Bajo desempeño en suma, reforzar bases."
14,18,12.49,4,-5.245,1,suma,"Bajo desempeño en suma, reforzar bases."
11,0,43.53,2,0.23499999999999943,3,resta,"Desempeño regular en resta, practicar más."
8,7,37.04,4,-13.02,1,suma,"Bajo desempeño en suma, reforzar bases."
14,11,15.05,1,3.9749999999999996,3,resta,"Desempeño regular en resta, practicar más."
4,13,18.07,5,-20.535,1,suma,"Bajo desempeño en suma, reforzar bases."
15,8,9.46,1,13.27,5,division,"Excelente desempeño en division, puede avanzar."
4,14,7.77,1,-16.884999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,41.63,1,-47.315,1,suma,"Bajo desempeño en suma, reforzar bases."
15,17,55.0,1,-23.0,1,suma,"Bajo desempeño en suma, reforzar bases."
0,14,17.67,5,-29.835,1,suma,"Bajo desempeño en suma, reforzar bases."
8,11,50.8,3,-25.9,1,suma,"Bajo desempeño en suma, reforzar bases."
17,4,14.82,4,20.59,6,division,"Excelente desempeño en division, puede avanzar."
19,10,38.74,5,3.629999999999999,3,resta,"Desempeño regular en resta, practicar más."
2,1,11.48,5,-3.24,2,suma,"Bajo desempeño en suma, reforzar bases."
0,20,52.42,4,-56.21,1,suma,"Bajo desempeño en suma, reforzar bases."
19,12,43.45,4,-1.7250000000000014,2,suma,"Bajo desempeño en suma, reforzar bases."
18,1,56.58,3,6.210000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
11,6,13.09,3,6.455,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
17,9,14.41,3,13.295,5,division,"Excelente desempeño en division, puede avanzar."
1,4,53.41,3,-30.705,1,suma,"Bajo desempeño en suma, reforzar bases."
5,1,9.12,5,3.9400000000000004,3,resta,"Desempeño regular en resta, practicar más."
11,12,37.73,4,-14.864999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
13,17,42.58,4,-20.79,1,suma,"Bajo desempeño en suma, reforzar bases."
0,18,32.43,2,-43.215,1,suma,"Bajo desempeño en suma, reforzar bases."
4,13,29.71,2,-26.355,1,suma,"Bajo desempeño en suma, reforzar bases."
16,5,10.99,5,19.005,6,division,"Excelente desempeño en division, puede avanzar."
20,9,42.03,3,5.484999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
0,12,45.63,3,-40.815,1,suma,"Bajo desempeño en suma, reforzar bases."
17,12,25.3,5,3.3499999999999996,3,resta,"Desempeño regular en resta, practicar más."
3,7,19.42,4,-14.21,1,suma,"Bajo desempeño en suma, reforzar bases."
18,2,19.29,3,23.355,6,division,"Excelente desempeño en division, puede avanzar."
1,19,50.88,5,-51.94,1,suma,"Bajo desempeño en suma, reforzar bases."
16,14,28.97,1,-3.4849999999999994,2,suma,"Bajo desempeño en suma, reforzar bases."
13,14,22.63,3,-6.3149999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
13,13,5.36,5,3.82,3,resta,"Desempeño regular en resta, practicar más."
20,17,57.65,3,-14.325,1,suma,"Bajo desempeño en suma, reforzar bases."
13,5,56.43,3,-9.715,1,suma,"Bajo desempeño en suma, reforzar bases."
7,15,15.15,1,-16.075,1,suma,"Bajo desempeño en suma, reforzar bases."
11,16,54.68,2,-29.34,1,suma,"Bajo desempeño en suma, reforzar bases."
5,9,24.67,1,-15.835,1,suma,"Bajo desempeño en suma, reforzar bases."
4,15,54.63,4,-41.815,1,suma,"Bajo desempeño en suma, reforzar bases."
17,18,31.95,3,-8.975,1,suma,"Bajo desempeño en suma, reforzar bases."
13,1,49.83,4,-0.41499999999999915,2,suma,"Bajo desempeño en suma, reforzar bases."
0,18,13.09,2,-33.545,1,suma,"Bajo desempeño en suma, reforzar bases."
9,10,54.18,3,-24.09,1,suma,"Bajo desempeño en suma, reforzar bases."
19,11,20.66,1,11.17,5,division,"Excelente desempeño en division, puede avanzar."
6,20,49.48,3,-42.739999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
16,17,8.01,5,2.495,3,resta,"Desempeño regular en resta, practicar más."
3,4,12.46,3,-6.23,1,suma,"Bajo desempeño en suma, reforzar bases."
9,16,19.4,2,-15.7,1,suma,"Bajo desempeño en suma, reforzar bases."
3,16,34.88,1,-35.44,1,suma,"Bajo desempeño en suma, reforzar bases."
6,10,11.51,1,-8.754999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
12,12,15.03,3,-1.5149999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
3,9,11.79,5,-13.395,1,suma,"Bajo desempeño en suma, reforzar bases."
15,2,46.85,1,3.5749999999999993,3,resta,"Desempeño regular en resta, practicar más."
10,13,45.38,1,-22.19,1,suma,"Bajo desempeño en suma, reforzar bases."
18,2,39.87,2,13.065000000000001,5,division,"Excelente desempeño en division, puede avanzar."
1,2,27.88,5,-14.94,1,suma,"Bajo desempeño en suma, reforzar bases."
14,8,48.17,4,-8.085,1,suma,"Bajo desempeño en suma, reforzar bases."
20,10,14.26,1,17.87,6,division,"Excelente desempeño en division, puede avanzar."
12,11,25.11,1,-5.055,1,suma,"Bajo desempeño en suma, reforzar bases."
5,11,35.4,3,-24.2,1,suma,"Bajo desempeño en suma, reforzar bases."
3,16,28.05,2,-32.025,1,suma,"Bajo desempeño en suma, reforzar bases."
12,14,31.65,5,-12.825,1,suma,"Bajo desempeño en suma, reforzar bases."
14,13,17.34,3,-0.16999999999999993,2,suma,"Bajo desempeño en suma, reforzar bases."
11,17,54.8,5,-30.9,1,suma,"Bajo desempeño en suma, reforzar bases."
0,0,47.87,5,-23.935,1,suma,"Bajo desempeño en suma, reforzar bases."
7,10,42.18,5,-22.09,1,suma,"Bajo desempeño en suma, reforzar bases."
6,11,24.13,2,-16.564999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
13,13,35.54,4,-11.27,1,suma,"Bajo desempeño en suma, reforzar bases."
9,7,37.91,5,-11.454999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
2,7,47.75,5,-30.375,1,suma,"Bajo desempeño en suma, reforzar bases."
16,19,25.28,2,-9.14,1,suma,"Bajo desempeño en suma, reforzar bases."
1,18,53.05,5,-51.525,1,suma,"Bajo desempeño en suma, reforzar bases."
0,11,44.03,3,-38.515,1,suma,"Bajo desempeño en suma, reforzar bases."
6,3,40.04,4,-12.52,1,suma,"Bajo desempeño en suma, reforzar bases."
8,13,36.13,2,-21.565,1,suma,"Bajo desempeño en suma, reforzar bases."
20,15,47.08,3,-6.039999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
0,11,35.92,4,-34.46,1,suma,"Bajo desempeño en suma, reforzar bases."
0,9,53.92,3,-40.46,1,suma,"Bajo desempeño en suma, reforzar bases."
1,0,5.34,3,-0.6699999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
13,17,25.48,5,-12.24,1,suma,"Bajo desempeño en suma, reforzar bases."
1,6,21.61,3,-17.805,1,suma,"Bajo desempeño en suma, reforzar bases."
18,4,22.7,5,18.65,6,division,"Excelente desempeño en division, puede avanzar."
15,16,43.65,4,-15.825,1,suma,"Bajo desempeño en suma, reforzar bases."
0,1,57.13,5,-30.065,1,suma,"Bajo desempeño en suma, reforzar bases."
14,19,27.02,2,-14.01,1,suma,"Bajo desempeño en suma, reforzar bases."
19,15,17.91,2,6.545,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,19,58.02,3,-21.51,1,suma,"Bajo desempeño en suma, reforzar bases."
3,1,33.75,2,-12.375,1,suma,"Bajo desempeño en suma, reforzar bases."
2,9,14.42,4,-16.71,1,suma,"Bajo desempeño en suma, reforzar bases."
2,4,8.42,3,-6.21,1,suma,"Bajo desempeño en suma, reforzar bases."
15,19,48.31,3,-22.655,1,suma,"Bajo desempeño en suma, reforzar bases."
5,9,56.92,2,-31.96,1,suma,"Bajo desempeño en suma, reforzar bases."
15,13,23.28,1,-1.1400000000000006,2,suma,"Bajo desempeño en suma, reforzar bases."
20,9,6.2,4,23.4,6,division,"Excelente desempeño en division, puede avanzar."
7,6,13.89,3,-1.9450000000000003,2,suma,"Bajo desempeño en suma, reforzar bases."
4,12,52.41,1,-36.205,1,suma,"Bajo desempeño en suma, reforzar bases."
6,11,10.6,2,-9.8,1,suma,"Bajo desempeño en suma, reforzar bases."
9,3,52.27,5,-12.635000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
8,20,58.0,3,-43.0,1,suma,"Bajo desempeño en suma, reforzar bases."
3,2,45.17,2,-19.585,1,suma,"Bajo desempeño en suma, reforzar bases."
7,3,11.47,5,3.7649999999999997,3,resta,"Desempeño regular en resta, practicar más."
18,18,51.01,5,-16.505,1,suma,"Bajo desempeño en suma, reforzar bases."
1,10,56.56,1,-41.28,1,suma,"Bajo desempeño en suma, reforzar bases."
12,8,56.24,4,-16.12,1,suma,"Bajo desempeño en suma, reforzar bases."
20,8,29.75,2,13.125,5,division,"Excelente desempeño en division, puede avanzar."
14,18,21.7,4,-9.85,1,suma,"Bajo desempeño en suma, reforzar bases."
10,18,18.32,4,-16.16,1,suma,"Bajo desempeño en suma, reforzar bases."
9,0,39.76,1,-1.879999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
15,0,33.42,1,13.29,5,division,"Excelente desempeño en division, puede avanzar."
1,11,5.97,2,-17.485,1,suma,"Bajo desempeño en suma, reforzar bases."
10,1,15.94,3,10.530000000000001,5,division,"Excelente desempeño en division, puede avanzar."
20,13,7.27,1,16.865000000000002,6,division,"Excelente desempeño en division, puede avanzar."
1,8,15.28,5,-17.64,1,suma,"Bajo desempeño en suma, reforzar bases."
11,4,49.3,4,-8.649999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
15,11,19.85,1,3.5749999999999993,3,resta,"Desempeño regular en resta, practicar más."
10,17,33.46,2,-22.23,1,suma,"Bajo desempeño en suma, reforzar bases."
9,0,54.52,4,-9.260000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
16,7,18.17,5,12.415,5,division,"Excelente desempeño en division, puede avanzar."
17,7,55.85,3,-4.425000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
4,17,45.04,5,-40.019999999999996,1,suma,"Bajo desempeño en suma, reforzar bases."
16,20,55.21,3,-25.605,1,suma,"Bajo desempeño en suma, reforzar bases."
20,12,6.94,1,18.53,6,division,"Excelente desempeño en division, puede avanzar."
2,13,5.42,3,-18.21,1,suma,"Bajo desempeño en suma, reforzar bases."
10,3,37.95,1,-3.4750000000000014,2,suma,"Bajo desempeño en suma, reforzar bases."
5,13,17.03,5,-18.015,1,suma,"Bajo desempeño en suma, reforzar bases."
18,2,14.69,2,25.655,6,division,"Excelente desempeño en division, puede avanzar."
5,8,33.1,1,-18.55,1,suma,"Bajo desempeño en suma, reforzar bases."
14,7,7.22,5,13.89,5,division,"Excelente desempeño en division, puede avanzar."
13,13,43.7,5,-15.350000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
17,12,48.47,4,-8.235,1,suma,"Bajo desempeño en suma, reforzar bases."
11,6,13.45,4,6.275,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,9,42.27,4,1.3649999999999984,3,resta,"Desempeño regular en resta, practicar más."
1,14,51.01,1,-44.504999999999995,1,suma,"Bajo desempeño en suma, reforzar bases."
10,18,20.25,5,-17.125,1,suma,"Bajo desempeño en suma, reforzar bases."
18,15,28.04,4,-0.5199999999999996,2,suma,"Bajo desempeño en suma, reforzar bases."
2,0,35.4,2,-13.7,1,suma,"Bajo desempeño en suma, reforzar bases."
20,13,24.08,4,8.46,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
13,8,20.66,1,3.67,3,resta,"Desempeño regular en resta, practicar más."
1,8,58.13,3,-39.065,1,suma,"Bajo desempeño en suma, reforzar bases."
18,8,36.77,5,5.614999999999998,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
17,6,53.98,5,-1.9899999999999984,2,suma,"Bajo desempeño en suma, reforzar bases."
13,19,9.22,2,-7.11,1,suma,"Bajo desempeño en suma, reforzar bases."
4,14,37.82,3,-31.91,1,suma,"Bajo desempeño en suma, reforzar bases."
19,10,22.48,4,11.76,5,division,"Excelente desempeño en division, puede avanzar."
20,5,44.07,2,10.465,5,division,"Excelente desempeño en division, puede avanzar."
16,11,41.61,4,-5.305,1,suma,"Bajo desempeño en suma, reforzar bases."
3,18,50.21,5,-46.105000000000004,1,suma,"Bajo desempeño en suma, reforzar bases."
4,19,33.05,5,-37.025,1,suma,"Bajo desempeño en suma, reforzar bases."
17,11,46.89,1,-5.945,1,suma,"Bajo desempeño en suma, reforzar bases."
8,8,38.93,3,-15.465,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,23.99,1,-38.495,1,suma,"Bajo desempeño en suma, reforzar bases."
13,2,42.16,5,1.9200000000000017,3,resta,"Desempeño regular en resta, practicar más."
2,18,10.77,4,-28.384999999999998,1,suma,"Bajo desempeño en suma, reforzar bases."
1,19,48.31,4,-50.655,1,suma,"Bajo desempeño en suma, reforzar bases."
12,20,43.64,5,-27.82,1,suma,"Bajo desempeño en suma, reforzar bases."
3,4,52.63,4,-26.315,1,suma,"Bajo desempeño en suma, reforzar bases."
13,9,49.9,3,-12.45,1,suma,"Bajo desempeño en suma, reforzar bases."
11,9,45.78,4,-14.39,1,suma,"Bajo desempeño en suma, reforzar bases."
14,10,51.37,3,-12.684999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
6,10,18.48,4,-12.24,1,suma,"Bajo desempeño en suma, reforzar bases."
18,11,8.41,1,15.295,6,division,"Excelente desempeño en division, puede avanzar."
0,15,5.42,2,-25.21,1,suma,"Bajo desempeño en suma, reforzar bases."
8,13,22.86,1,-14.93,1,suma,"Bajo desempeño en suma, reforzar bases."
3,8,14.63,2,-13.315000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
4,4,23.4,2,-9.7,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,52.42,1,-36.21,1,suma,"Bajo desempeño en suma, reforzar bases."
11,20,50.93,4,-33.465,1,suma,"Bajo desempeño en suma, reforzar bases."
18,5,45.2,3,5.899999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
6,17,32.6,3,-29.8,1,suma,"Bajo desempeño en suma, reforzar bases."
20,18,12.17,4,6.915,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
5,0,21.18,4,-0.5899999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
12,15,50.74,2,-23.87,1,suma,"Bajo desempeño en suma, reforzar bases."
19,1,51.67,4,10.665,5,division,"Excelente desempeño en division, puede avanzar."
5,9,14.85,5,-10.925,1,suma,"Bajo desempeño en suma, reforzar bases."
10,0,48.95,3,-4.475000000000001,2,suma,"Bajo desempeño en suma, reforzar bases."
12,7,30.61,3,-1.8049999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
4,20,29.59,1,-36.795,1,suma,"Bajo desempeño en suma, reforzar bases."
18,18,36.63,5,-9.315000000000001,1,suma,"Bajo desempeño en suma, reforzar bases."
20,18,22.16,4,1.92,3,resta,"Desempeño regular en resta, practicar más."
6,10,50.16,3,-28.08,1,suma,"Bajo desempeño en suma, reforzar bases."
17,11,17.99,5,8.505,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
18,3,52.1,3,5.449999999999999,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
3,16,44.89,4,-40.445,1,suma,"Bajo desempeño en suma, reforzar bases."
2,3,48.45,2,-24.725,1,suma,"Bajo desempeño en suma, reforzar bases."
11,7,35.58,2,-6.289999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
1,17,57.45,5,-52.225,1,suma,"Bajo desempeño en suma, reforzar bases."
9,1,23.87,3,4.5649999999999995,3,resta,"Desempeño regular en resta, practicar más."
17,6,19.06,4,15.47,6,division,"Excelente desempeño en division, puede avanzar."
16,20,30.67,3,-13.335,1,suma,"Bajo desempeño en suma, reforzar bases."
8,19,25.73,4,-25.365000000000002,1,suma,"Bajo desempeño en suma, reforzar bases."
10,9,23.09,3,-5.045,1,suma,"Bajo desempeño en suma, reforzar bases."
18,3,45.05,4,8.975000000000001,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
19,4,55.52,2,4.239999999999998,3,resta,"Desempeño regular en resta, practicar más."
20,1,13.46,2,31.77,6,division,"Excelente desempeño en division, puede avanzar."
12,0,30.2,3,8.9,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
8,11,52.47,2,-26.735,1,suma,"Bajo desempeño en suma, reforzar bases."
19,8,14.39,4,18.805,6,division,"Excelente desempeño en division, puede avanzar."
19,2,28.37,1,20.814999999999998,6,division,"Excelente desempeño en division, puede avanzar."
4,12,20.07,2,-20.035,1,suma,"Bajo desempeño en suma, reforzar bases."
3,19,42.34,2,-43.67,1,suma,"Bajo desempeño en suma, reforzar bases."
8,16,52.28,2,-34.14,1,suma,"Bajo desempeño en suma, reforzar bases."
14,8,32.61,1,-0.3049999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
2,10,20.39,3,-21.195,1,suma,"Bajo desempeño en suma, reforzar bases."
19,5,19.69,2,20.655,6,division,"Excelente desempeño en division, puede avanzar."
19,15,48.53,5,-8.765,1,suma,"Bajo desempeño en suma, reforzar bases."
4,11,45.89,5,-31.445,1,suma,"Bajo desempeño en suma, reforzar bases."
7,5,39.17,4,-13.085,1,suma,"Bajo desempeño en suma, reforzar bases."
15,7,9.95,3,14.525,5,division,"Excelente desempeño en division, puede avanzar."
6,8,22.44,4,-11.22,1,suma,"Bajo desempeño en suma, reforzar bases."
19,12,28.84,1,5.58,4,multiplicacion,"Buen desempeño en multiplicacion, mejorar velocidad."
0,9,31.15,5,-29.075,1,suma,"Bajo desempeño en suma, reforzar bases."
16,8,46.01,5,-3.004999999999999,2,suma,"Bajo desempeño en suma, reforzar bases."
4,11,23.03,5,-20.015,1,suma,"Bajo desempeño en suma, reforzar bases."
1,13,45.16,2,-40.08,1,suma,"Bajo desempeño en suma, reforzar bases."
15,8,39.86,3,-1.9299999999999997,2,suma,"Bajo desempeño en suma, reforzar bases."
8,18,46.95,4,-34.475,1,suma,"Bajo desempeño en suma, reforzar bases."
4,12,47.13,5,-33.565,1,suma,"Bajo desempeño en suma, reforzar bases."
8,6,31.27,2,-8.635,1,suma,"Bajo desempeño en suma, reforzar bases."
17,18,14.96,3,-0.4800000000000004,2,suma,"Bajo desempeño en suma, reforzar bases."
13,11,55.57,5,-18.285,1,suma,"Bajo desempeño en suma, reforzar bases."
10,4,47.87,1,-9.934999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
14,9,45.4,2,-8.2,1,suma,"Bajo desempeño en suma, reforzar bases."
4,4,46.68,3,-21.34,1,suma,"Bajo desempeño en suma, reforzar bases."
10,11,20.2,2,-6.6,1,suma,"Bajo desempeño en suma, reforzar bases."
18,15,49.19,2,-11.094999999999999,1,suma,"Bajo desempeño en suma, reforzar bases."
6,2,49.04,2,-15.52,1,suma,"Bajo desempeño en suma, reforzar bases."
